eventID,userID,sessionID,docID,page,sourceText,translatedText,sourceLang,targetLang,translationMode,provider,translatedAt,settingsSnapshot,docName,isUndesired,translationOutputMode
3844,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Nation,Έθνος,en,el,word,deepl,2026-05-19T06:57:19.103Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3845,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,December,Δεκέμβριος,en,el,word,deepl,2026-05-19T06:57:22.696Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3846,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Montgomery,Μοντγκόμερι,en,el,word,deepl,2026-05-19T06:57:24.031Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3847,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,carpools.,ομάδες μεταφοράς με αυτοκίνητο.,en,el,word,deepl,2026-05-19T06:57:25.792Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3848,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,refused,αρνήθηκε,en,el,word,deepl,2026-05-19T06:57:27.294Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3849,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,December,Δεκέμβριος,en,el,word,deepl,2026-05-19T06:57:27.960Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3850,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,"Montgomery,","Μοντγκόμερι,",en,el,word,deepl,2026-05-19T06:57:28.141Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3851,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,December,Δεκεμβρίου,en,el,word,deepl,2026-05-19T06:57:28.179Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3852,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,refused,αρνήθηκε,en,el,word,deepl,2026-05-19T06:57:34.673Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3853,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Nation,Έθνος,en,el,word,deepl,2026-05-19T06:57:35.174Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3854,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,refused,αρνήθηκε,en,el,word,deepl,2026-05-19T06:57:35.314Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3855,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,"Montgomery,","Μοντγκόμερι,",en,el,word,deepl,2026-05-19T06:57:36.323Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3856,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Nation,Έθνος,en,el,word,deepl,2026-05-19T06:57:37.070Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3857,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,refused,αρνήθηκε,en,el,word,deepl,2026-05-19T06:57:37.704Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3858,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,"Montgomery,","Μοντγκόμερι,",en,el,word,deepl,2026-05-19T06:57:38.428Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3859,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,December,Δεκεμβρίου,en,el,word,deepl,2026-05-19T06:57:41.129Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3860,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,refused,αρνήθηκε,en,el,word,deepl,2026-05-19T06:57:42.793Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3861,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Nation,Έθνος,en,el,word,deepl,2026-05-19T06:57:42.853Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3862,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,refused,αρνήθηκε,en,el,word,deepl,2026-05-19T06:57:43.139Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3863,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,carpools.,ομάδες μεταφοράς με αυτοκίνητο.,en,el,word,deepl,2026-05-19T06:57:44.240Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3864,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,resilience,ανθεκτικότητα,en,el,word,deepl,2026-05-19T06:57:44.657Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3865,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,stirred,συγκίνησαν,en,el,word,deepl,2026-05-19T06:57:45.433Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3866,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,conscience,συνείδηση,en,el,word,deepl,2026-05-19T06:57:46.429Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3867,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Americans,Αμερικανοί,en,el,word,deepl,2026-05-19T06:57:47.252Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3868,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Neighborhoods,Γειτονιές,en,el,word,deepl,2026-05-19T06:57:47.714Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3869,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,intimidation,εκφοβισμός,en,el,word,deepl,2026-05-19T06:57:52.158Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3870,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Americans,Αμερικανοί,en,el,word,deepl,2026-05-19T06:57:52.978Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3871,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,ultimately,τελικά,en,el,word,deepl,2026-05-19T06:57:53.345Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3872,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,second-class,δεύτερης κατηγορίας,en,el,word,deepl,2026-05-19T06:58:00.062Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3873,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Neighborhoods,Γειτονιές,en,el,word,deepl,2026-05-19T06:58:00.426Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3874,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,second-class,δεύτερης κατηγορίας,en,el,word,deepl,2026-05-19T06:58:00.613Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3875,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,intimidation,εκφοβισμός,en,el,word,deepl,2026-05-19T06:58:01.177Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3876,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,actions,ενέργειες,en,el,word,deepl,2026-05-19T06:58:02.246Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3877,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,stirred,συγκίνησαν,en,el,word,deepl,2026-05-19T06:58:04.029Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3878,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,"buses,","λεωφορεία,",en,el,word,deepl,2026-05-19T06:58:04.386Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3879,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,families,οικογένειες,en,el,word,deepl,2026-05-19T06:58:04.663Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3880,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,conscience,συνείδηση,en,el,word,deepl,2026-05-19T06:58:04.950Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3881,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Americans,Αμερικανοί,en,el,word,deepl,2026-05-19T06:58:06.529Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3882,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,walked.,περπατούσαν.,en,el,word,deepl,2026-05-19T06:58:06.736Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
3883,19,8e022878-6e8d-44c6-b762-112d3673e2f9,62,1,Neighborhoods,Γειτονιές,en,el,word,deepl,2026-05-19T06:58:06.935Z,"{""zoom"": 0.84, ""theme"": ""dark"", ""language"": ""en"", ""baseGazeSamples"": 60, ""translationMode"": ""word"", ""translationOutputMode"": ""off"", ""showBoxes"": false, ""hoverTranslateDebug"": false, ""showGazeCursor"": true, ""gazeDetectionMode"": ""circle"", ""gazeMappingMode"": ""auto"", ""gazeYOffsetPx"": 8, ""gazeXOffsetPx"": 0, ""gazeHitRadiusPx"": 20, ""sensitivity"": 391, ""currentPdfFile"": ""c2_rosa_parks_2.pdf""}",c2_rosa_parks_2.pdf,0,off
